,text,cleaned_text,topics
4095,jongin knows nagelsmann??? now I wanna sit down with him and talk about football all day,jongin knows nagelsmann now wanna sit down with him and talk about football all day,"[2, 3]"
4096,"👀 Ten Hag is pushing ahead with his summer transfer plans
https://t.co/oNRhjseGMf", ten hag is pushing ahead with his summer transfer plans ,[1]
4097,"'Either implement the rules or not. That’s not sour grapes' - Joyce unhappy with penalty call

https://t.co/jyogXz9alS", either implement the rules or not that not sour grapes joyce unhappy with penalty call ,[2]
4098,"Not the best audition... #NUFC 

https://t.co/97LBqziuW3",not the best audition nufc ,[3]
4099,that player aggressively dunks the net losing the playoffs!,that player aggressively dunks the net losing the playoffs ,[1]
4100,Worst manager in #ChelseaFC #Cfc history. What a mess https://t.co/9Si9rMwLXj,worst manager in chelseafc cfc history what mess ,"[3, 5]"
4101,"Tottenham may make move for manager who was sacked just yesterday
#LCFC
https://t.co/UvXJi0Y20V",tottenham may make move for manager who was sacked just yesterday lcfc ,[5]
4102,"Yesterday, the Tar Heel football program officially announced the plans for their 2023 spring game. With the game a couple weeks away, here is a look at the five biggest storylines right now coming out of spring camp.

READ HERE:
https://t.co/57zafpMi2m",yesterday the tar heel football program officially announced the plans for their spring game with the game couple weeks away here is look at the five biggest storylines right now coming out of spring camp read here ,"[1, 5]"
4103,"My only question to/about Chelsea is: 

How do you spend €674m and don’t manage to sign 1 world-class level star? 

Their passing on Neymar and Cristiano Ronaldo look extremely silly right now.",my only question to about chelsea is how do you spend and don manage to sign world class level star their passing on neymar and cristiano ronaldo look extremely silly right now ,"[1, 5]"
4104,Liverpool lose tomorrow and they could also be in the hunt for a new manager,liverpool lose tomorrow and they could also be in the hunt for new manager,[1]
4105,"2023-04-03 19:27:34
Manager condition factor look size.
#熟女 #语爱 #女M #大奶 #文媛 https://t.co/SIgLCHO7G3", manager condition factor look size ,[5]
4106,"Emotionally drained Kyrie Irving vocal on 'glimmer of hope'
https://t.co/0v4udnL2oh",emotionally drained kyrie irving vocal on glimmer of hope ,[3]
4107,"Construction Site Manager in Fort Worth, TX, 76102: construction, manager, assistant, member https://t.co/HniQTm5n9r",construction site manager in fort worth tx construction manager assistant member ,[5]
4108,Everytime there Is a big game the board have to make it about them. EVERY single one since Southampton when they realised the fans were not blaming the manager for once. Time for them and their egos to go... #sacktheboard #supporttheteam,everytime there is big game the board have to make it about them every single one since southampton when they realised the fans were not blaming the manager for once time for them and their egos to go sacktheboard supporttheteam,[1]
4109,"Friendly wanted!!!! 
We are looking for a ref and opponent for a 10:30 ko @ mottingham playing fields 
@WESFA_Football",friendly wanted we are looking for ref and opponent for ko mottingham playing fields football,"[3, 5]"
4110,"[🎙️] Jack Grealish: “The manager said he's so proud of me and that I deserve [the standing ovation from the Etihad Stadium], so that's always nice to hear that from him. I feel good at the moment, I feel the manager really believes in me, and I just feel good in myself…@ManCity https://t.co/9VVIBNXy1U", jack grealish the manager said he so proud of me and that deserve the standing ovation from the etihad stadium so that always nice to hear that from him feel good at the moment feel the manager really believes in me and just feel good in myself ,"[3, 4, 5]"
4111,"""someone's got a pink hair today""

research manager, pls don't report me sa hr", someone got pink hair today research manager pls don report me sa hr,[1]
4112,"Hiring Now
https://t.co/Y3v8KRwU5w
#socialmediajobs
#digitalmarketing
#contentwritinng
#contentmarketing 
#jobsearch 
#audienceos",hiring now socialmediajobs digitalmarketing contentwritinng contentmarketing jobsearch audienceos,[5]
4113,"2023-04-03 19:27:21
Manager speak five player development majority.
#裸聊 #磕炮 #陪玩 #寸止 #丝袜 #文媛 https://t.co/8ZR5LLWuST", manager speak five player development majority ,"[1, 3]"
4114,Benzema is now one goal away from levelling Real Madrid great Hugo Sanchez's haul of 234 La Liga goals. https://t.co/Xg3j7HIEDV,benzema is now one goal away from levelling real madrid great hugo sanchez haul of la liga goals ,"[0, 1]"
4115,Share a high quality replica football shirt website 📷 https://t.co/JFiGbauNST  You can buy it if you like it!   #dimenticaDi https://t.co/1taiQaOmWa,share high quality replica football shirt website you can buy it if you like it dimenticadi ,[4]
4116,2020 PANINI SELECT NFL FOOTBALL BLASTER BOX BLUE TARGET PRIZM RC BURROW HURTS  #footballcards #sponsored  https://t.co/seiCJK59zn, panini select nfl football blaster box blue target prizm rc burrow hurts footballcards sponsored ,[3]
4117,"If you fancy a run out tonight - get in touch !
⚽️😃
#mentalhealth #football #Wellbeing #stockport",if you fancy run out tonight get in touch mentalhealth football wellbeing stockport,[3]
4118,"Exclusive: Next Chelsea manager, Arsenal &amp; Liverpool transfer links, and more – Fabrizio Romano https://t.co/tl7rs9nbIB",exclusive next chelsea manager arsenal amp liverpool transfer links and more fabrizio romano ,[1]
4119,Tottenham may make move for manager who was sacked just yesterday https://t.co/Bn8oHAYFLI,tottenham may make move for manager who was sacked just yesterday ,[5]
4120,"Pulisic club managers since becoming a pro in 2016:
Klopp
Tuchel
Bosz
Stoger
Favre
Sarri
Lampard
Tuchel
Potter
Interim manager
Next manager
Int’l managers since 2016:
Klinsmann, Arena, Sarachan, Berhalter, Hudson, next USMNT manager

12 club, 6 int’l managers in 7 seasons",pulisic club managers since becoming pro in klopp tuchel bosz stoger favre sarri lampard tuchel potter interim manager next manager int managers since klinsmann arena sarachan berhalter hudson next usmnt manager club int managers in seasons,"[1, 5]"
4121,"Nothing to do with dirty Saudi millions, then?

Alan Shearer column: How Eddie Howe has reignited Newcastle – ‘it’s onwards and upwards from here’ - https://t.co/qW1Z7KMvkd",nothing to do with dirty saudi millions then alan shearer column how eddie howe has reignited newcastle it onwards and upwards from here ,[1]
4122,Me on my way to refresh Editorial Manager for the 17th time knowing full well the status of my manuscript has not updated... https://t.co/u4JHedx7Zf,me on my way to refresh editorial manager for the th time knowing full well the status of my manuscript has not updated ,"[3, 5]"
4123,Can you recommend anyone for this job? Pharmacy Manager - https://t.co/HnXMOpL75G,can you recommend anyone for this job pharmacy manager ,[5]
4124,Australian Rules football was originally designed to give cricketers something to play during the off season. #fact,australian rules football was originally designed to give cricketers something to play during the off season fact,[3]
4125,"It goes without saying that there's been significant growth around women's football since the 2019 World Cup. We've looked at the new behaviours we expect to see brands adopt this summer which reflect the new landscape within the women's game.⁣ ⁣ 

Read our full document below:",it goes without saying that there been significant growth around women football since the world cup we ve looked at the new behaviours we expect to see brands adopt this summer which reflect the new landscape within the women game read our full document below ,[3]
4126,"I think real women should start ""identifying"" as men and flood European men's football teams with their presence.",i think real women should start identifying as men and flood european men football teams with their presence ,"[1, 3, 5]"
4127,"Post match reaction from Sunday and discussion of the club's future plans with @LichfieldLadies Assistant Manager @robbiestatto now online. 

@wmrwfl @lichfieldcityfc 

Click on the link below, listen and  RT!  

https://t.co/zjcD3RCfgq https://t.co/EgRoEHwSML",post match reaction from sunday and discussion of the club future plans with assistant manager now online click on the link below listen and rt ,"[1, 5]"
4128,Never felt so depressing printing off of a LPL playoffs game,never felt so depressing printing off of lpl playoffs game,[3]
4129,"🎙️ Pep Guardiola on Julián Alvarez: “He is a World Champion with Argentina for a reason, playing alongside Messi. Not only the goal, the assist in the second, the third... he was involved in everything. With the ball, so smart. He is an exceptional player."" 🫶🇦🇷 https://t.co/hQ9NXajTEh", pep guardiola on juli alvarez he is world champion with argentina for reason playing alongside messi not only the goal the assist in the second the third he was involved in everything with the ball so smart he is an exceptional player ,"[0, 3]"
4130,"A new face appears! We’re delighted to introduce you to Em, our new Community Manager 🥳💙 https://t.co/VeZCbz71Y3",a new face appears we re delighted to introduce you to em our new community manager ,"[1, 5]"
4131,Jack Wilshere’s ‘deep love of football’ has returned after taking charge of Arsenal’s Under 18s https://t.co/PRf8zccdwy #18s #Arsenal,jack wilshere deep love of football has returned after taking charge of arsenal under arsenal,[3]
4132,"💯🤏💥💌😄
Manager action show during movement rest.
Occasionally, #上海 I think of him, and I have some concerns in my heart #推特购买 https://t.co/I7ufZWv5cJ", manager action show during movement rest occasionally think of him and have some concerns in my heart ,[4]
4133,"Tottenham may make move for manager who was sacked just yesterday
#THFC #COYS
https://t.co/Y0eNBcUJyz",tottenham may make move for manager who was sacked just yesterday thfc coys ,[5]
4134,"There are 2 ways to survive a project

Make yourself useful by enabling the team &amp; they do the rest
Make yourself useless by playing the ""postman""

You have to choose

One makes you a leader (hyper growth)
Other makes you a manager (no growth)

Pick your battle wisely!",there are ways to survive project make yourself useful by enabling the team amp they do the rest make yourself useless by playing the postman you have to choose one makes you leader hyper growth other makes you manager no growth pick your battle wisely ,"[3, 4]"
4135,Legendary @UCF_Football OL Coach Lounsberry said it a long time ago - @ryan_swoboda @CoachHand @Sam_K_Jackson ⚔️🏈⚔️ https://t.co/hWVlZkqCVD https://t.co/LrlzCCCpdt,legendary football ol coach lounsberry said it long time ago swoboda jackson ,"[1, 3]"
4136,Quote of the Day! #RubioFamily #TheFactory   #Inspire #Speaker #MotivationalSpeaker #Success #Mindset #Believe #Football #Coach #LongSnapper #QuoteOfTheDay! #QOTD https://t.co/aGXui4q6ZG,quote of the day rubiofamily thefactory inspire speaker motivationalspeaker success mindset believe football coach longsnapper quoteoftheday qotd ,"[1, 3]"
4137,"Meet the two Ghanaian politicians whose sons are professional footballers https://t.co/xYQPPzo3SO
Politics and football are closely inte... https://t.co/4oEGDMgNPg",meet the two ghanaian politicians whose sons are professional footballers politics and football are closely inte ,"[2, 3]"
4138,Lots of Syracuse football recruiting activity these days! https://t.co/z7bL8PJDYj,lots of syracuse football recruiting activity these days ,"[2, 3]"
4139,"Here is your Monday update of the best job listings for today.

- Lab Helper B
- Junior Credit Manager -…
- Bilingual Customer Servi…
- Bilingual Customer Servi…
- Accounting Technician -…

See more details and apply here:
https://t.co/MwEVLtIVby",here is your monday update of the best job listings for today lab helper junior credit manager bilingual customer servi bilingual customer servi accounting technician see more details and apply here ,[5]
4140,Fact #2969: New Bad Piggies 2 footage has been shown off by Lina (a Rovio Community Manager) in the Rovio Gaming Discord server. It shows a good look at the design of the pig used in the game. https://t.co/umlqtj86Mv https://t.co/t9kMbANY5d,fact new bad piggies footage has been shown off by lina rovio community manager in the rovio gaming discord server it shows good look at the design of the pig used in the game ,"[1, 2]"
4141,"2023-04-03 19:26:29
Manager produce form.
#熟女 #语爱 #女M #大奶 #文媛 https://t.co/cKhi4rLHSn", manager produce form ,[5]
4142,"n, he could play football more than a little. He was the",n he could play football more than little he was the,[3]
4143,Get in! I just guided Hextable to 2nd place in Non-League B https://t.co/GGyyvTMTHU [Pro App],get in just guided hextable to nd place in non league pro app ,[1]
4144,2021 Prizm Football Trevor Lawrence Red Cracked Ice Rookie RC Jaguars MINT  #ad #thehobby  https://t.co/r1XBY9in3Q, prizm football trevor lawrence red cracked ice rookie rc jaguars mint ad thehobby ,[3]
4145,"CMLoot - Find Interesting Files Stored On (System Center) Configuration Manager (SCCM/CM) SMB Shares
https://t.co/MuvfH3GXES",cmloot find interesting files stored on system center configuration manager sccm cm smb shares ,[5]
4146,"Allow Anthony for another season, the rest needs to leave. 

#MUNNEW #MUFC #MUFC 

Erik ten Hag told he must get rid of ten Man Utd players including Jadon Sancho https://t.co/KBrU9H8NWz",allow anthony for another season the rest needs to leave munnew mufc mufc erik ten hag told he must get rid of ten man utd players including jadon sancho ,"[1, 4]"
4147,Stephen Warnock on Sky's Football Show is very good at analysing games,stephen warnock on sky football show is very good at analysing games,[3]
4148,Karim Benzema's fourth career hat trick in La Liga. 🚀 https://t.co/w88E70dWZE,karim benzema fourth career hat trick in la liga ,[1]
4149,"on God you should have that new manager rizz, do me a favor just beat them okay @ChelseaFC https://t.co/KjToJmbBg8",on god you should have that new manager rizz do me favor just beat them okay ,"[4, 5]"
4150,"As a Project Manager, here are list of terms you must include in your résumé and conversations;

- Milestones
- Scope 
- Scope creep
- Deliverables
- Dependencies
- Project timeline
- Key performance indicators (KPIs)
- Business case
- Contingency.

#projectmanagement",as project manager here are list of terms you must include in your sum and conversations milestones scope scope creep deliverables dependencies project timeline key performance indicators kpis business case contingency projectmanagement,[4]
4151,"• 2017/18: Pep Guardiola
• 2019/20: Jürgen Klopp
• 2022/23: Mikel Arteta

Mikel Arteta becomes only the third manager in history to win four Premier League Manager of the Month awards in a single season.🏆🇪🇸 https://t.co/AY1R4BaSSF", pep guardiola rgen klopp mikel arteta mikel arteta becomes only the third manager in history to win four premier league manager of the month awards in single season ,"[1, 5]"
4152,"Chelsea have agreed a £20million deal to sign Ecuadorian wonderkid Kendry Paez 🔜

https://t.co/3691ELJSbr",chelsea have agreed million deal to sign ecuadorian wonderkid kendry paez ,"[1, 4]"
4153,Seven years (and counting) of Pep Guardiola as our manager. Grateful. 👑💙 https://t.co/5DEK5ch7gi,seven years and counting of pep guardiola as our manager grateful ,"[4, 5]"
4154,"Assistant Manager
Do you love recognition, career progression and team nights out? We're looking for an ambitious Assistant Manager to join us at Haighton Manor. Come an... #Morecambe #MorecambeJobs #UKJobs
https://t.co/yfNOPjs9PK",assistant manager do you love recognition career progression and team nights out we re looking for an ambitious assistant manager to join us at haighton manor come an morecambe morecambejobs ukjobs ,[1]
4155,"Jurgen Klopp has been discussing life as the longest-serving Premier League manager 💭

#BBCFootball #LFC https://t.co/qkl3VeKOBV",jurgen klopp has been discussing life as the longest serving premier league manager bbcfootball lfc ,[5]
4156,"247work: 247work: #stayhome #onlinejobs Part-Time House Manager, IU Cinema Part-Time House Manager, IU Cinema #hiring #jobs #rt #arts #creative
Art &amp; Creative Jobs

Part-Time House Manager, IU Cinema: 
Indiana University Bloomington (Bloomington,

https://t.co/5SGsPnSUqi #jobs …",work work stayhome onlinejobs part time house manager iu cinema part time house manager iu cinema hiring jobs rt arts creative art amp creative jobs part time house manager iu cinema indiana university bloomington bloomington jobs ,"[4, 5]"
4157,Some fans whistle as Lionel Messi's name is announced as Paris Saint-Germain's season hits new low https://t.co/qITf0omMab,some fans whistle as lionel messi name is announced as paris saint germain season hits new low ,[1]
4158,"I’m similarly pissed off at my government and the lack of power I have to effect change, and the recent slump in form of my football team. It doesn’t make me want to throw litter all over beauty spots in the Peak District though: https://t.co/MFll5P3vGH",i similarly pissed off at my government and the lack of power have to effect change and the recent slump in form of my football team it doesn make me want to throw litter all over beauty spots in the peak district though ,[3]
4159,https://t.co/7Xf7vGZJXS Tottenham may make move for manager who was sacked just yesterday https://t.co/z1E4m6paiy #ExtraTime #FeaturesNewsNow #FootballandSoccer #LeicesterCityFC, tottenham may make move for manager who was sacked just yesterday extratime featuresnewsnow footballandsoccer leicestercityfc,[5]
4160,"Position: Enterprise Account Manager
Date posted: 2023-04-03
Industry: other
Employment type: Full Time
Experience: 5 to 8 year
Qualification: Bachelor’s Degree holder
Salary: AED 5000 to 10000

APPLY HERE  
https://t.co/xU7YpdRZJp",position enterprise account manager date posted industry other employment type full time experience to year qualification bachelor degree holder salary aed to apply here ,"[4, 5]"
4161,What next for sacked managers Graham Potter and Brendan Rodgers? https://t.co/GvthNEfeMM,what next for sacked managers graham potter and brendan rodgers ,[1]
4162,"Utter madness … 

The German football association has introduced a policy this season across the amateur and youth game that allows transgender and non-binary players to choose if they play in men's or women's teams…

This is ‘Charlotte’ a Biological Male 🙄 https://t.co/k4tKkF8jYw",utter madness the german football association has introduced policy this season across the amateur and youth game that allows transgender and non binary players to choose if they play in men or women teams this is charlotte biological male ,"[1, 3]"
4163,West Ham must use home form to their advantage – Lukasz Fabianski https://t.co/hHGYckMTvl,west ham must use home form to their advantage lukasz fabianski ,[5]
4164,Paris Saint-Germain's miserable season went from bad to worse on Sunday as the team suffered a second straight home defeat with a 1-0 loss to Lyon. https://t.co/0jdRWny5ZE,paris saint germain miserable season went from bad to worse on sunday as the team suffered second straight home defeat with loss to lyon ,[3]
4165,"Fleet Manager/Technical Manager/Marine Superintendent | Job in Sharjah, UAE by Atlantic Maritime Group FZE https://t.co/lgvuZdFY7m",fleet manager technical manager marine superintendent job in sharjah uae by atlantic maritime group fze ,[5]
4166,Messi-Endorsed Crypto Exchange Bitget Has Been Flagged by Japan - Finance Magnates https://t.co/Z9jNgIm9Bd,messi endorsed crypto exchange bitget has been flagged by japan finance magnates ,[1]
4167,#3aprile Share a high quality replica football shirt website 📷 https://t.co/JFiGbauNST  You can buy it if you like it!  #SecretInvasion https://t.co/odEAu0PjVx, aprile share high quality replica football shirt website you can buy it if you like it secretinvasion ,[4]
4168,Hearts condemn Tynecastle graffiti aimed at Robbie Neilson as ‘gross insult’ https://t.co/7iZuswBxQX,hearts condemn tynecastle graffiti aimed at robbie neilson as gross insult ,"[0, 1, 2, 3, 4, 5]"
4169,"Bush, Romney, and McClain are the worst people to exist since Hitler. Aprils Fools!!! 'Aprils Fool's""  sums it up! Funny to see so many defend these guys after calling calling them racist, hitler, and you name it. No wonder media keeps putting down Lucy's football. Gullible!!!",bush romney and mcclain are the worst people to exist since hitler aprils fools aprils fool sums it up funny to see so many defend these guys after calling calling them racist hitler and you name it no wonder media keeps putting down lucy football gullible ,"[2, 3, 4]"
4170,Jack Sowerby + injury update #ntfc https://t.co/aVbecBRbt7,jack sowerby injury update ntfc ,[5]
4171,So at the weekend it looked like Podence spat Brennan Johnson. Replays don't seem to show anything coming out of his mouth but can't tell 100%. But his action certainly looked like he was spitting. Maybe he is just crap at spitting? FA is investigating https://t.co/4uXdl7KPK9,so at the weekend it looked like podence spat brennan johnson replays don seem to show anything coming out of his mouth but can tell but his action certainly looked like he was spitting maybe he is just crap at spitting fa is investigating ,[1]
4172,"Everton could have paid £68m in contingency fees

#EFC
 
https://t.co/XE3vjF2XWd",everton could have paid in contingency fees efc ,[2]
4173,"WE SELL GAMES TO ANY INTERESTED SUBSCRIBER WITHIN AFRICA, WE DON’T GAMBLE ON PAYMENT AFTER SERVICE BECAUSE WE PAY THE TEAM MANAGERS AND FOOTBALL ORGANIZERS BEFORE GETTING THE MANIPULATED FOOTBALL CORRECT SCORES. https://t.co/ZwHnmEV5ir",we sell games to any interested subscriber within africa we don gamble on payment after service because we pay the team managers and football organizers before getting the manipulated football correct scores ,"[1, 2]"
4174,My girlfriend confessed to me that she’s lesbian – Omah Lay - https://t.co/67CbUITl60 #Entertainment  #OmahLay #BBnaija #Messi #Wizkid #Davido,my girlfriend confessed to me that she lesbian omah lay entertainment omahlay bbnaija messi wizkid davido,"[1, 2]"
4175,"These Are New Boots, Size 42(closed), Gifting them to two lucky winners Soon…tag/Quote any Good Football you know ❤️🤝 https://t.co/gFS4hxakwi",these are new boots size closed gifting them to two lucky winners soon tag quote any good football you know ,"[2, 3]"
4176,"England have always had dark blue shorts until some American company better known for running shoes decided to change a tradition BBC News - New England kit for Women's World Cup has blue shorts because of period concerns
https://t.co/Vmi2aHB4wI",england have always had dark blue shorts until some american company better known for running shoes decided to change tradition bbc news new england kit for women world cup has blue shorts because of period concerns ,[3]
4177,"🤍By what fire are you burning if you pray only when the mood suits you and are comfortable spending time away from the presence of God when it is convenient for you to do so?

April 14 | Kyambogo College Football Pitch | 4PM EAT

#CatchTheFire2023 
#KYUEdition", by what fire are you burning if you pray only when the mood suits you and are comfortable spending time away from the presence of god when it is convenient for you to do so april kyambogo college football pitch pm eat catchthefire kyuedition,[4]
4178,"2 business manager, Mr. Benjamin Stull.    #tiktok刷粉 #tiktok买粉      https://t.co/fc5Qa3gnIa", business manager mr benjamin stull tiktok tiktok ,[5]
4179,Fastest Real Madrid hat-trick in a La Liga game since Fernando Hierro's three goals in six minutes in a 7-0 win over Espanyol in April 1992. 🔝 https://t.co/VCwUDwQPCk,fastest real madrid hat trick in la liga game since fernando hierro three goals in six minutes in win over espanyol in april ,"[0, 1]"
4180,"If a player says his best position is ex.A and that’s what he is why would a manager start moving him into other positions and stop playing set player in the position he said his best position is, in fact the player when asked said I’m for ex. Said I’m a no.1 mmm interesting 🤔",if player says his best position is ex and that what he is why would manager start moving him into other positions and stop playing set player in the position he said his best position is in fact the player when asked said for ex said no mmm interesting ,"[1, 3]"
4181,"Lionel Messi super fan Suzy Cortez has broken the world record for tattoos of the PSG and Argentina star 💉
https://t.co/7ZUqpz3eTf",lionel messi super fan suzy cortez has broken the world record for tattoos of the psg and argentina star ,"[1, 3]"
4182,"Kylian ERP is an essential work tool for Non-profit/NGOs. 

See what our customer 

@NULAINigeria has to Say about Kylian ERP.

#KylianERP #NULAI #Nigeria #HR #ERP #Software #HumanResources #Manager #Best #Seamless #Payroll #Attendance #Leave #Timesheet #Performance https://t.co/p2WNbfUX0g",kylian erp is an essential work tool for non profit ngos see what our customer has to say about kylian erp kylianerp nulai nigeria hr erp software humanresources manager best seamless payroll attendance leave timesheet performance ,"[0, 3, 5]"
4183,We are on the hunt for a product manager for an upcoming project. Full details: https://t.co/0tgQG30LwS,we are on the hunt for product manager for an upcoming project full details ,"[1, 5]"
4184,"Bradley, Guidolin, Carvalhal - What happened to the Swansea City managers of the last decade #swans  https://t.co/NYUX0zckZJ",bradley guidolin carvalhal what happened to the swansea city managers of the last decade swans ,[5]
4185,"Me to Kids: ‘Lets take a stroll around London and forget about football for a while’.

London: https://t.co/qffqF0MK8h",me to kids lets take stroll around london and forget about football for while london ,"[2, 3]"
4186,"I’ve just deeped it, have we ever had a bald manager???",i ve just deeped it have we ever had bald manager ,"[3, 5]"
4187,"Human Resources Manager
https://t.co/iv3IxbZz5j",human resources manager ,"[4, 5]"
4188,"New opportunity at Dorset HealthCare:
Tissue Viability and Leg Ulcer Service Manager
https://t.co/ABOafCZJ7g",new opportunity at dorset healthcare tissue viability and leg ulcer service manager ,"[0, 5]"
4189,(Messi-Endorsed Crypto Exchange Bitget Has Been Flagged by Japan) Read the full articles on BSCDesk : Binance Smart Chain and Crypto News - https://t.co/FDSx4mbygB https://t.co/DvN1d9qtBA, messi endorsed crypto exchange bitget has been flagged by japan read the full articles on bscdesk binance smart chain and crypto news ,[1]
4190,"Our Soccer School started today with a visit from First Team Manager Danny Bloor…

If anyone wants to join us for the rest of the week you can book here ⤵️

https://t.co/IzGBgW7KTx

One Club, One Community ❤️🖤 https://t.co/PiGaurbvpP",our soccer school started today with visit from first team manager danny bloor if anyone wants to join us for the rest of the week you can book here one club one community ,"[1, 4]"
4191,who will be chelsea next manager https://t.co/dogOrGCflk,who will be chelsea next manager ,[1]
4192,"The Word of God is what thrusts us out of our comfort zones to seek the deeper realities of heaven, to spend and be spent for the sake of Christ and to travail for souls because we must see Christ formed in men.

April 14 | Kyambogo College Football Pitch | 4PM EAT
#CatchTheFire https://t.co/4pVob8sOYr",the word of god is what thrusts us out of our comfort zones to seek the deeper realities of heaven to spend and be spent for the sake of christ and to travail for souls because we must see christ formed in men april kyambogo college football pitch pm eat catchthefire ,[4]
4193,Serie A club likely to demand mammoth €150m transfer fee to part ways with PSG summer target – Stars Obituary https://t.co/1sftvQyG3K,serie club likely to demand mammoth transfer fee to part ways with psg summer target stars obituary ,"[1, 3, 4]"
4194,Look lightening looking to be earthed again (from American football) in background of what looks like a Chagall painting of ‘the poet reclining’ but the figure of poet is missing.  When b4 tweeted the birthday painting of Chagalls of that lightening football to earth meeting…,look lightening looking to be earthed again from american football in background of what looks like chagall painting of the poet reclining but the figure of poet is missing when tweeted the birthday painting of chagalls of that lightening football to earth meeting ,"[1, 2]"
4195,Take a look at one of our latest roles! OTR Project Manager - #Herentals. https://t.co/hAa5AkPIXr https://t.co/ann93Curvw,take look at one of our latest roles otr project manager herentals ,[5]
4196,"Wijnaldum scored on Sunday 🔥

How much do Liverpool miss him?

https://t.co/WhsPrIGPec",wijnaldum scored on sunday how much do liverpool miss him ,[1]
4197,First Minister Humza Yousaf’s announced £15m of additional funding to tackle child poverty. Part of the package includes money for local football clubs #CapitalReports https://t.co/9eAd236jD5,first minister humza yousaf announced of additional funding to tackle child poverty part of the package includes money for local football clubs capitalreports ,[3]
4198,Dr Judith Reddington our product manager for multiphoton and lightsheet presenting on high content spheroid imaging with our digital light sheet (DLS) on STELLARIS https://t.co/5HBJH9h8eI,dr judith reddington our product manager for multiphoton and lightsheet presenting on high content spheroid imaging with our digital light sheet dls on stellaris ,"[0, 1, 4]"
4199,"Upgrade your sports card experience!

https://t.co/JTOgqEtVug

Monsters pulled every day!
https://t.co/W75q6P6f2v

@breakamplify
#thehobby #whodoyoucollect #nfl #nflrookies #rookies #paniniamerica #football #footballcards #sportscards #topps #cardbreaks #breaks https://t.co/RkMiVUFOxf",upgrade your sports card experience monsters pulled every day thehobby whodoyoucollect nfl nflrookies rookies paniniamerica football footballcards sportscards topps cardbreaks breaks ,"[2, 3]"
4200,I know we finally sacked Potter but the highlight of my football weekend was Hazard’s assist. Assist of the decade IMO https://t.co/Cyb4OuADUR,i know we finally sacked potter but the highlight of my football weekend was hazard assist assist of the decade imo ,[3]
4201,"For 24x7 twitter handle @PMOIndia is working as an Advertising Manager! No cognizance of other tweets! Just posting polished photos of PM, what he said (when! don't ask) and other useless information! Shame on @narendramodi for this kind of chip publicity! #CongressFiles",for twitter handle is working as an advertising manager no cognizance of other tweets just posting polished photos of pm what he said when don ask and other useless information shame on for this kind of chip publicity congressfiles,"[2, 4, 5]"
4202,Top charity shop find! 1978 Scottish football team signed glass. Time was no kitchen was without one! https://t.co/iZOiDdw9gv,top charity shop find scottish football team signed glass time was no kitchen was without one ,"[3, 4]"
4203,"🤩 Premier League Primary Stars uses children's passion for football to engage them in learning. Argyle Community Trust delivers the programme in 67 partner schools supporting more than 1,800 children in Plymouth and South Hams.

#PLSupports @premierleague @plcommunities https://t.co/poGf0YLh9Q", premier league primary stars uses children passion for football to engage them in learning argyle community trust delivers the programme in partner schools supporting more than children in plymouth and south hams plsupports ,"[4, 5]"
4204,"The Cell C Sharks and DHL Stormers are through to the Heineken Champions Cup quarter-finals, while the Emirates Lions booked their place in the EPCR Champions Cup top-eight following a thrilling weekend of European playoffs.

https://t.co/qf3ozQr3pg",the cell sharks and dhl stormers are through to the heineken champions cup quarter finals while the emirates lions booked their place in the epcr champions cup top eight following thrilling weekend of european playoffs ,[3]
4205,Project Manager - Wakefield - Time Recruitment Solutions Ltd #ProjectManagementJobs #APMCareers https://t.co/LcTse793qJ,project manager wakefield time recruitment solutions ltd projectmanagementjobs apmcareers ,"[4, 5]"
4206,TFW you wake up and your Knicks are in the playoffs…and it’s not a dream… https://t.co/y2R21Tc1zC,tfw you wake up and your knicks are in the playoffs and it not dream ,[3]
4207,"📣📣Team Announcement📣📣

Westmeath minor football team to play Meath at 7.30PM on Wednesday in Kinnegad in Round 1 of the Leinster Championship.
Tickets purchased via https://t.co/Sby06MW2QV.
Best of luck to Eoghan Kevlihan's side!!!
#iarmhiabu
#westmeathgaa
#maroonandwhitearmy https://t.co/DSi2R6u8rH", team announcement westmeath minor football team to play meath at pm on wednesday in kinnegad in round of the leinster championship tickets purchased via best of luck to eoghan kevlihan side iarmhiabu westmeathgaa maroonandwhitearmy ,"[2, 3]"
4208,"Day 62 of tweeting until @xavierrobinson0 decides to stay home and commits to @OU_Football 

#boomer #OklaHOMEgrown https://t.co/X7gWSB6Kjo",day of tweeting until decides to stay home and commits to football boomer oklahomegrown ,"[2, 3]"
4209,Mirror: https://t.co/F6wuJqLfh8 - Jurgen Klopp reacts to sackings of Graham Potter and Brendan Rodgers #LFC,mirror jurgen klopp reacts to sackings of graham potter and brendan rodgers lfc,[1]
4210,Mirror: https://t.co/gCZttJBztq - Liverpool hold crisis talks ahead of Chelsea fixture after three defeats in a row #LFC,mirror liverpool hold crisis talks ahead of chelsea fixture after three defeats in row lfc,[1]
4211,"This weekend coming, always. Football both Saturday &amp; Sunday ☺️ https://t.co/7KbeLHNBcF",this weekend coming always football both saturday amp sunday ,[3]
