,topic,document
3904,2,"Chelsea players copied 'disgusting' Man Utd stars as Graham Potter nickname comes to light #CFC #MUFC 

https://t.co/Xy5RXzgnuX"
3905,2,Messi jeered by own fans in PSG’s loss to Lyon https://t.co/Np2SWZOjoj
3906,2,#ElClubDelMoro  Share a high quality replica football shirt website 📷 https://t.co/JFiGbauNST  You can buy it if you like it! https://t.co/iRZwXp8gBw
3907,2,"Liverpool boss Jurgen Klopp admits there's an 'elephant in the room' after Graham Potter sacking 

#LFC 

https://t.co/CQnlQwrQU1"
3908,2,"Football Insider claims Arsenal have identified three midfield targets in Everton's Amadou Onana, West Ham's Declan Rice and Brighton and Hove Albion's Moises Caicedo.

– Dalot | Weghorst | Tuchel | Brighton | Leao | #GrahamPotter Pochettino | Julian Nagelsmann | Liverpool https://t.co/eHGXuDdDsh"
3909,2,"Ronaldo's replacement signings:

Hazard: 7 goals in 73 games
Vlahovic: 20 goals in 60 games
Weghorst: 2 goals in 18 games. https://t.co/HvBq1im36d"
3910,2,Messi jeered by own fans in PSG's loss to Lyon - https://t.co/mFK2VVnVCu
3911,2,"Premier League sackings by season - from highest to lowest after Graham Potter exit #PremierLeague #GrahamPotter #BrendanRodgers
https://t.co/mdQYeS8q7E"
3912,2,Messi jeered by own fans in PSG's loss to Lyon - https://t.co/Nj6SJVTl4q
3913,2,"They will all just swap jobs,Boehly's petulance in sacking Tuchel staggering how much to pay him,Potter all backroom teams off over £100 easily,PREM teams are toys these guys who would give a Manager a 5 year contract this year?? Boehly's recklessness crazy size  Squad"
3914,0,"If the Word cannot provoke you to preach the gospel and to win souls for the kingdom of God, you must ask yourself, by what fire are you burning?

April 14 | Kyambogo College Football Pitch | 4PM EAT

#CatchTheFire2023 #KYUEdition https://t.co/D3oBZVoDFn"
3915,2,"Famous names tipping their caps to Phil Jagielka 
https://t.co/L6tJ1FwDQq"
3916,2,Oklahoma fans were NOT happy. https://t.co/Z6uEf6IOVx
3917,2,"#Cavs coach J.B. Bickerstaff was asked if there was concern Isaac Okoro wouldn't be ready for the playoffs. 

""I don't have an answer for you right now to be honest with you.""

How that could impact things and more from last night.
https://t.co/o979MpTkcX"
3918,2,"Very very few people understand the concept of a ""friend"" in the context of workplaces

Especially as a manager, you can't be a friend just because someone is in your team and do things a friend would (personal jokes etc) 

You HAVE to invest time in becoming a friend first."
3919,2,Congratulations dear son for promotion as Manager https://t.co/1d9g1ToWHF
3920,2,"We're going higher!!! 

#football #soccer #footballgoals #footballacademy #footballplayers #WeAreChampions

WE ARE CHAMPIONS 🏆⚽💛 https://t.co/WBMuNU1nVb"
3921,2,"🧐

Al Ahly boss Marcel Koller has reacted to his side progressing to the CAF Champions League quarter-finals alongside Mamelodi Sundowns. #SLInt 

MORE: https://t.co/V6urJ7bf6I https://t.co/qZJ3y7VHZe"
3922,2,The whole nursery football game that’s just took place I think we have a new @katiemccabe on our hands took a boot right to the ankle. 😩
3923,2,"Don't be afraid of failing. In football too, if you don't shoot there's no meaning right?"
3924,2,2021 Donruss Justin Fields Press Proof Premium PSA 10 Rookie Football Card BEARS  #ad #thehobby  https://t.co/Z297CGnoQr
3925,2,TFW you force way your way off the hometown team and the team your traded to misses the playoffs and now also doesn’t want to give you a max contract https://t.co/xdoXo5hYcB
3926,2,Guardian columnists queueing up to slag Potter off today. Apparently being a loudmouth sideshow is a crucial part of being a football manager....
3927,2,"Qualitative Senior Research Executive -  Research Manager - REMOTE
My client specialises in online Communities and is looking for an SRE-RM to work with a variety of accounts within FMCG and Consumer. This is a REMOTE role. 
You will need to be UK based w…https://t.co/Q7zqwvqoWF"
3928,2,Psg and Madrid fighting to get Mourinho ..... wowww and there are some roma fans who don't appreciate him
3929,2,"LSP Renewables - Live Job Opportunity
Deal Integration Manager - Offshore Wind
Location: London, UK
Contract Type: Permanent 

Apply Here - https://t.co/VZ1zpykkX8 

#lsprenewables #windenergy #offshorewind #dealintegration #management #renewableenergy #hiring #jobs https://t.co/kDQ8EtV3iA"
3930,2,"We're hiring! 

We're looking for someone with a passion for transforming young lives to join our team of #Scotland Regional Managers

Find out more and apply: https://t.co/U4n4A3FXDN"
3931,2,It's been five years since Cristiano Ronaldo took flight in a Champions League quarter-final ✈️ https://t.co/RHAkT3M2x4
3932,2,"Taylor Maida is High Mowing's Product and Trials Manager, and she loves #growing and evaluating new varieties here on our #organic trials #farm in Hyde Park, Vermont. 

Browse some of Taylor's favorite new varieties at: https://t.co/7hwetVreH2  🌱🌱 https://t.co/4M6JA9KKw8"
3933,2,"NEW POST - Growing work across football academies'
We had a great couple of days recently at Aston Villa.
We ran sessions for all of the age groups of parents from U8 – U16 covering a multitude of different topics.
Our work in football continues to grow.
https://t.co/KF3PPB5DrX https://t.co/A9w3WbqfRm"
3934,2,"Check out @dennisdoddcbs
Latest story on @Aztec_MBB
and how they are worthy of being in the @pac12
or @Big12Conference
https://t.co/o1wzDT7eKl"
3935,2,Scunthorpe United to train 70 miles away in Ilkeston and close down academy to cut costs. https://t.co/jLQ59jPKVx
3936,-1,"Temporary Field Manager, One Small Step - Ga - Nonprofit Job Atlanta, NY - PERMANENTLY_REMOVED"
3937,2,"Chelsea vs Liverpool Prediction: Reds can give Chelsea the blues: As Chelsea search for a manager to replace Graham Potter, the unforgiving Premier League schedule continues with Liverpool heading to Stamford Bridge on Tuesday night.… https://t.co/2D4RLlX42w BeGambleAware AD 18+"
3938,2,Ross County fan view: An opportunity missed for the Staggies https://t.co/MTAQ3hXS3w https://t.co/fnGIhXlIau
3939,2,Football Accumulator Tips: Tuesday Night 63/1 fourfold from the Premier League: We take a look at the four Premier League games this Tuesday night and have put together a 63/1 fourfold with a heavy expectation that home fans will… https://t.co/2D4RLlX42w BeGambleAware AD 18+
3940,2,"Cristiano Ronaldo has the best goals per game ratio in 2023.

The best in the world at the age of 38. https://t.co/6ycyrc9D22"
3941,2,"It’s starting to grow on me, if only because it looks like a “traditional” football kit. https://t.co/zuoxhEnvuF"
3942,2,"The Easter term was nearing its end. Football, with th"
3943,2,#Minneapolis #jobs #hiring #opportunity @ Siemens | Business Developer / Program Manager - OEMs and Machine Builders (Mid-level) https://t.co/BUBzwgsIy5
3944,2,"EVERTON vs TOTTENHAM |⏲️ 8:00 PM #EPL

Bet anytime, anywhere with 💰📲*713*444# - 💯No data needed!

Or get boosted odds with our special link👉 https://t.co/YeigloL9BA

#wsbgh #skaiphacea #yawdabo  #Enrique  #akufoaddo #champions https://t.co/UB4sXmJskV"
3945,2,"2023-04-03 19:30:26 
😄👌😀💫💘 
Manager deal police over improve. 
#chatGPT账号 #电报账号 https://t.co/wCLv1O9Yvc"
3946,2,Who is Bruno Saltor? Chelsea’s interim manager after Graham Potter... https://t.co/M2bo5usYVu  #bruno #saltor #chelsea #graham #potter
3947,0,"An old #football /#soccer news item has resurfaced on @BBCSport today 

""Brazil referee decapitated after stabbing player : Football spectators in northern Brazil decapitated a referee after he fatally stabbed a player for refusing to leave the pitch, officials say.""

😳"
3948,2,"Digital Manager @CoventryBS 

Based in #Coventry

Click here to apply: https://t.co/X45wez38zc

#BrumJobs #MarketingJobs https://t.co/EJhiMPDLLj"
3949,2,"NEW VACANCY 

If you're an experienced Practice Manager looking for a new opportunity in Edgware, bring your expertise to a highly regarded private practice that offers a salary range of £45,000 - £55,000. Learn more about this exciting opportunity here: https://t.co/RJYf7Qqq8T https://t.co/ri5FaKfmCt"
3950,2,after we lose a game it’s so insufferable because people really be coming out with the worst football opinions I’ve seen in my life why is this fanbase like this😭
3951,2,"A young @stevengerrard in a long sleeve 98/00 home shirt 🔴

Huge @liverpoolfc shirt drop, this Wednesday night @6pm (UK TIME) 🔥🔥

#liverpool #legend #lfc #longsleeve #90s #reebok #football #footballshirt #shirt #shirts #carlsberg #vintage #classic #classicfootballshirts https://t.co/VkV4OP1tIr"
3952,2,"Meet Emma👋

Emma is our Accounts Manager &amp; HR superstar, helping everyone at Howells reach their highest potential! 

#meettheteam #marcompliance #accountsmanager https://t.co/V2J3KqndrA"
3953,2,"Assistant Manager @FiveGuysUK in #Westfield Stratford

Info/Apply: https://t.co/FNJu8Rexhl

#EastLondonJobs #HospitalityJobs https://t.co/vE0qYCmeAr"
3954,2,"‼️ Official: Espanyol have sacked their manager Diego Martínez. 

RSC Internacional (Real Madrid ‘C’) head coach Luis Garcia is set to replace him. Real will not demand compensation for him, as per @MarioCortegana 🇪🇸 https://t.co/uzfaUe8ij4"
3955,0,A story from a football field: Building climate resilience in Viet Nam's Central Highland… https://t.co/Hiu80kZqXX via @reliefweb
3956,2,"#Hiring for Sr. Manager - Penetration Testing
Location: Bangalore (Ashoknagar)
Experience: 5-7.5Year(s)
Salary: Upto 35 LPA
Share your #resume to
jignesh.shrimali@mantras2success.com
OR
Click to Apply
https://t.co/nkJvpBUdMb
#Mantras2Success 
#penetration testing"
3957,0,"Daily Dawg Thread: April 03, 2023 – Bulldawg Illustrated https://t.co/l7AP7IiwI2 https://t.co/zzqTKZLgkH"
3958,2,Football!
3959,2,"Oxfam GB is Looking for Finance Manager... Apply now: https://t.co/B5N69fGnQj  
#BrightSpyre #Job #Finance #Manager https://t.co/XWrRjNQrdb"
3960,2,"Come out and support your Cowboys Flag Football team as we celebrate our Seniors.  Senior Night at 5:30, kickoff at 6pm.  Go Cowboys!  @Principal_CCHS @CooperCityHigh https://t.co/4CXUkBRZ0e"
3961,0,"Some of our female colleagues took part in the @CopaDelCL at #StGeorgesPark #Football Centre ⚽

All proceeds will be donated to @CureLeukaemia to support them with their aim of eradicating all forms of blood cancer.

Find out more and donate: https://t.co/EEY6zqYYdl https://t.co/rjNdgL6GPn"
3962,2,Ja Morant said he's learning how to not be the main option. Is that what the Grizzlies need? https://t.co/vfEFah5VtB
3963,2,"Georgia Tech Yellow Jackets #1 Gold Max Power Football Jersey
#Jersey #MLB #NFL #NBA #NHL #NCAA #baseball #Americanfootball #baseballjersey #Americanfootballjersey #basketball #basketballJersey
 NCAA Football #1 Gold Jersey
https://t.co/F6GCGPqHKF"
3964,2,"“We hugged, we sobbed, we screamed until our throats were raw. That was trans joy. Pure, unadulterated trans joy.”

My piece for @Trans_Writes about being captain of the first ever football team in Europe of all transgender men 👇

https://t.co/n9hDJbAdUm"
3965,2,"The novelty has worn off. After defeating @BVB in the @Bundesliga_EN, @FCBayern player Thomas Müller says that it’s time to put the topic of the manager change to bed

#Bayern Munich Borussia Dortmund
#FCBBVB @FCBayernEN @FCBayernUS @BlackYellow #MiaSanMia https://t.co/av1D4Awfng"
3966,2,"Lionel Messi's name was met by whistles from some Paris St-Germain fans before they fell to a seventh defeat of 2023 at home to Lyon.

🎙️Thierry Henry: https://t.co/CK5BCRdQcO"
3967,2,Messi-Endorsed Crypto Exchange Bitget Has Been Flagged by Japan https://t.co/GbQAYJZes3
3968,2,"We always take pride in seeing how our products have helped many of our customers with their concerns👥

Ken Wright, owner and bar manager of Liberty’s Gin Bar in Warrington, UK, shares how MyCheckr helped with their concerns when questioning for ID. 

https://t.co/24O10WTDmr https://t.co/1A0VfTIGWr"
3969,2,"😌💯😅😄😆
Machine bank consumer world message ten manager.
#德阳 #铜陵 #延安 https://t.co/3oRew5BDF3"
3970,2,"In a previous life, nearly every single departure (and there were several—I believe 8 people in a 3 month span) was from the same department. I, too, left that department.

So yeah, this article hits home.

Link: https://t.co/NSARrwovIF"
3971,2,"Anything wall left young man arm tell manager. 
#长沙 https://t.co/hrzoFVjXIO"
3972,2,#Vacancy: Membership Manager - The British Acupuncture Council - London/Hybrid - £38-42k. There is still time to apply for this role but be quick! @TheBAcC #membership #jobs https://t.co/SgNRiPCMeN https://t.co/59h8wqdCzF
3973,2,"Lonnie Phelps Jr. could have returned to Kansas football in 2023, but instead chose to start his professional career. That choice is paying off. https://t.co/t8m9BvzsJm"
3974,2,"🚨🇦🇷| FC Barcelona are working with important sponsors to finance the return of Leo Messi. #FCB 

Both the Argentine &amp; Barça are optimistic about his return this summer.  [@gerardromero] https://t.co/l6alW8dGEv"
3975,2,Hearts condemn Tynecastle graffiti aimed at Robbie Neilson as ‘gross insult’ https://t.co/2lGFkXEUib
3976,2,"Allianz Football League Show: Mayo get the job done &amp; are the Dubs back? Eamonn Fitzmaurice, James Horan and Maurice Brosnan join Paul Rouse to review the Allianz Football League finals! @AllianzIreland https://t.co/9Y4BgpOO0e"
3977,2,TOWERS IN APRIL IS BACK ON my manager pulled through
3978,2,"Gethin Jones: 'I Could Have Quit Football'

📰 » https://t.co/qizkZUG2Fw
#BWFC https://t.co/LIMpCM8UOX"
3979,2,"🔵DAILY BETSLIP🔵
https://t.co/XLTUG8ZDkv
Soccer fans, get ready for a killer combo from Tanos88! 4.65 of the total multiplier. Sounds great, right? So go and place your bet!

#sports #soccer #football #LaLiga #PremierLeague #SerieA https://t.co/hNtMwVoqGa"
3980,2,"🗣 ""I love Gerrard as a player and I base my whole game around him."" #hcafc  https://t.co/hDlXrDxTYZ"
3981,2,"🔴 EPISODE 11 - JOE SYMES🔴

Here's a snippet from my podcast with @ItAFunnyOldLife 
 
Joe talks about his role models in football journalism:

@ptgorst 
@JamesPearceLFC 
@neiljonesgoal 

Full podcast out NOW!👇🏻
https://t.co/iTArbegC5k 👀 https://t.co/rtkmqctW7R"
3982,2,"After spells at Bayern Munich, Napoli, Everton, and Paris Saint-Germain, Ancelotti is set to end his second spell at Real Madrid this summer.

CLICK THIS 👇🏾LINK 🔗 FOR DETAILS 

https://t.co/iXE9x1hTq2

#PulseSportsNigeria #RealMadrid #Ancelotti #LaLiga https://t.co/w3enj3Gk9W"
3983,2,"The husker football team is in the middle of spring practice. FOX42's Bill Steckis reports, the offense will have a new look in 2023.

https://t.co/N4IFpwkmkl"
3984,2,"John Stones did what Guardiola wanted him to do back in 2018 on Saturday.

And when Rodri came off, it was Bernardo Silva trusted as the holding midfielder 👀 #mcfc 
https://t.co/yYFVxdHSxJ"
3985,2,"NHL Morning Skate – April 3, 2023

▪️ @LAKings clinch #StanleyCup Playoffs berth, reach 100-point mark
▪️ @NHLBruins inch closer to NHL's single-season wins record
▪️ @NHLFlames record League's 139th multi-goal comeback victory of the season

#NHLStats: https://t.co/F0Q0kNddAD https://t.co/Zcq0bWhTXG"
3986,2,"Fancy watching the County in 𝓼𝓽𝔂𝓵𝓮?😎

𝐓𝐡𝐢𝐬 𝐢𝐧𝐜𝐥𝐮𝐝𝐞𝐬: 
• 2 Course meal 
• Interview with Manager Graham Coughlan 
• Parking space at Rodney Parade 
And much more...  

𝗕𝗼𝗼𝗸 𝗵𝗲𝗿𝗲👉https://t.co/tTnwk0ylEJ 

#NCAFC🧡🖤 https://t.co/sGkc4hoKRB"
3987,2,"Differences between #XFL and #NFL
Schedule: The NFL season typically runs from September to December, with the playoffs beginning in January and the Super Bowl in February. The XFL has a much shorter season, with only 10 regular-season games played from February to April."
3988,2,He played a key role against Southampton #WHUFC https://t.co/km9YwQbxEe
3989,2,"Check out last night's Rocky Top Rewind, featuring a conversation with VFL @JeromeCarvin. 

- spring scrimmage
- recruiting weekend
- pro day 
- baseball vs. LSU 

https://t.co/D6WFzQ7Oik"
3990,2,"📽️ | Elite XI: Team Reveal

Join @UtterlyTC as he talks to Elite XI manager, Mark Mansfield (@ginger_assassin). They discuss:

🔹Double Gameweek 29 so far
🔹Thoughts on Gameweek 30
🔹Future captaincy options

Don't miss it! 👇

▶️ | https://t.co/BEyWPGUe43 https://t.co/yhluaYKU38"
3991,2,"𝗣𝗔𝗥𝗖 𝗗𝗘𝗦 𝗣𝗥𝗜𝗡𝗖𝗘𝗦 𝗧𝗨𝗥𝗡𝗜𝗡𝗚 𝗢𝗡 𝗠𝗘𝗦𝗦𝗜?

𝟮𝟮/𝟮𝟯 𝗦𝘁𝗮𝘁𝘀:
Games played: 33
Goals: 18
Assists: 17

🤨 Lionel Messi was booed by frustrated PSG fans during line-up announcement once again. 

#PSG https://t.co/RTrmi5lXFi"
3992,0,"LEF Fund Manager https://t.co/QZtDJDDRfR

Sector: Terrestrial / Aquatic Ecology &amp; Conservation

#EnvironmentJobs, #EnvironmentalJob, #EcologyJobs, #CarbonJobs, #EnglandNorthWestUK"
3993,2,"Remember Penn State football? It returns to the spotlight in April after March brought madness to State College.

Here's a refresher.
https://t.co/3vUqoqmk3y"
3994,2,"NEWS: Chelsea’s likely manager for both Champions League quarter-final legs vs Real Madrid revealed

https://t.co/2pPqHskrb0

#football #footballtickets #footballgame #footballnews #ChampionsLeague  #footballclub #footballfans #footballers #Chelsea #RealMadrid #FootballManager"
3995,2,Which of these great football clubs of the world is no more? 🟡⚫️ #emfa https://t.co/CFquiZrVHC
3996,2,"Jack Wilshere has spoken to @kayakaynak97 about his coaching journey, learning from Mikel Arteta, the FA Youth Cup run and much more 🔴

#AFC
https://t.co/P7OrllD6Hp"
3997,2,Newcastle United told 'no reason' not to finish in top four after Manchester United win https://t.co/vbkIss0anG
3998,2,"This is how German football is approaching transgender and non-binary inclusion in the amateur and youth game.

Players are able to choose if they play in men's or women's teams.

Read the full story ⏬

#BBCFootball https://t.co/435py5ywAo"
3999,2,"Make new friends with eyes to see and ears to hear in this sporty Agenda 21 jersey-style t-shirt.  Great to wear to the big game!  #Agenda21 #Agenda2030 #WEF #NWO #ClimateScam 
https://t.co/vRnXZyQMO2 https://t.co/KiXReVZycV"
4000,2,"Some big, big performances against Wycombe on Saturday from #MKDons

https://t.co/noGmOkYjgC"
4001,2,"We’re hiring for a Partnership Manager! 

We're more than words, valuing our clients, our people and the planet. And we're proud of our #BCorp certification which is the gold standard of socially and environmentally responsible business.

https://t.co/VGtpBNm1KJ
#job https://t.co/dM1rqaLMuu"
4002,2,"💭 ""All I want to do, while I am the manager of this football club, is progress it the best possible way we can."" #pnefc 

https://t.co/uEGOlircIE"
4003,2,"Private Sector Sales Manager Alex Jolinon, didn't start his career in sales, he actually trained as a chef 👨‍🍳! 

Watch Alex talk about his route to technology sales at CAE and why he has stayed with us for over a decade. #careersuccess #CAEjourney https://t.co/x25wlcjFPL https://t.co/7S5JcSOzyc"
4004,2,He has his reservations over the deal. #hcafc https://t.co/xEPz2QmWEr
4005,2,👋We were also pleased to welcome members of the @WalsallFCWomen squad and Manager Steve Guest to WS1 for Saturday's game against @suttonunited! https://t.co/YlFdOHMPHO
4006,2,"John Terry has dropped a Chelsea bombshell😳

https://t.co/ak5xUgmLzn"
4007,2,Admission Open for Certified Human Resources Manager (CHRM®) Certification. This certification is helpful and suitable for senior level professionals of 10+ years experience. For details visit https://t.co/VOAhPseAUR or whats app us on 9986494980 for info. https://t.co/CZgtM7kkRd
4008,2,"🔵⚪️On the 103rd anniversary of its 'Smile A While' club song, Huddersfield Town learned how to smile again.

Neil Warnock's latest 'Great Escape' act in Yorkshire is very much on.

Final word on Town's stunning comeback win over Boro. #htafc #Boro

https://t.co/6N56gjYVsH https://t.co/b363iSrLq0"
4009,2,"Alan Shearer clearly enjoyed the dig at Erik ten Hag #mufc 

https://t.co/YR9L99mkeJ"
4010,2,"It was a result that sent shockwaves through European football – and a bunch of Championship stars played their part as Scotland claimed a famous 2-0 victory over Spain
https://t.co/W7ldNnvHZ1"
4011,2,that player aggressively shoots the ball ending the game and that player aggressively shoots the ball winning the game and that player aggressively shoots the ball sweeping the game and that player aggressively hits my hot dog winning the playoffs!
4012,2,"Windows 98 Theme For Windows 11 22H2 
Get it here: https://t.co/Ze1V2OKB4y 
#Windows11theme #Cleodesktop #onlyfans #MUFC #JISOO #onlyfansgirl #WIN #LISA #JENNIE #ROSE #BLACKPINK #JAEMIN #Crypto #RealMadrid #Live #ManchesterUnited #Messi #LoveIsBlind #Ronaldo #FIFA23"
4013,2,"As a manager, prioritise your team's wellbeing this #StressAwarenessMonth. Encourage breaks, work-life balance, and provide resources for stress management. 

#EmployeeWellness #MentalHealth

https://t.co/SHQbpXj022"
4014,2,I7 manager #福利姬 interpretation #黄片 name #本地 inflation #女陪 net #呻吟 lovely #制服 hole #后入 guilty #羞辱 https://t.co/sTDJ7pwwnl
4015,2,The Los Angeles Kings are the ninth team to qualify for the 2022-2023 playoffs.
4016,2,"Tottenham considered signing Cristiano Ronaldo after his departure from Manchester United, per @mailsport 😳⚪️ https://t.co/eFJpYizV2Y"
4017,2,What channel is Leeds v Nottingham Forest Premier League match on? Kick-off time and TV coverage details (Radio Times) https://t.co/gNb7drLcRt
4018,2,"Javi Gracia press conference LIVE - Leeds United manager on Nottingham Forest, injuries and more (Leeds Live) https://t.co/uO8YwrCAfT"
4019,2,I need this football at Chelsea. https://t.co/ZI1CSWIayt
4020,2,"🐣 𝗘𝗮𝘀𝘁𝗲𝗿 𝗛𝗮𝗹𝗳 𝗧𝗲𝗿𝗺 𝗙𝗼𝗼𝘁𝗯𝗮𝗹𝗹 𝗖𝗮𝗺𝗽

1 week to go! A handful of spaces remain…

Four Full days at The Trico full of fun, engaging football and multi-sport sessions and activities for young children (5-13) to keep them occupied.

https://t.co/Y3HEbScGOG https://t.co/GXI8lAQ5wY"
4021,2,"“Two days after a game, pretty much everyone is a doubt."" #LFC #CFC 

https://t.co/ZG5UFMX3h3"
4022,2,Jason Caldwell's Monday morning quarterback column https://t.co/NBtvNJ4Hrj via @247sports
4023,0,"👋🏾NEXT STOP: KYAMBOGO UNIVERSITY

April 14 | Kyambogo College Football Pitch | 4PM EAT

...But [His word] was in my heart like a burning fire Shut up in my bones; I was weary of holding [it] back, And I could not. Jeremiah 20:9

#CatchTheFire2023 #KYUEdition https://t.co/RjXjCEFLbu"
4024,2,"Abercrombie &amp; Fitch - Manager in Training, Toronto Eaton Centre
at Abercrombie &amp; Fitch Co.
Company Description Abercrombie Fit...
#Management #dynamitejobs 
https://t.co/t7kOtKU4zr"
4025,2,"Barcelona working with important sponsors to finance Lionel Messi's return - Romero https://t.co/WRiHHnaZ2p Aline _ #flower #TransDayOfVisibility #BUMBLEC #SupercardOfHonor #AFLPiesTigers #NRLRaidersPanthers #LateNightLycett #SAFC #RumoresxSpotify #...
https://t.co/WRiHHnaZ2p"
4026,2,Lebron vs Curry at first round of the playoffs?? man that will  be nostalgic
4027,2,"Who should be Chelsea's next manager?
#LetsTalkFootball ^RO https://t.co/g3juE6wgew"
4028,2,"Cristiano Ronaldo: Biography, Facts, Family, Net Worth - https://t.co/Obl2nuqPlg
#townflex https://t.co/ADu5xzcaT7"
4029,2,"In terms of who I would want us to join Chelsea, I would have to pick Nagelsmann. I do have reservations about him though.

However, I have reservations about every manager that could join us."
4030,2,"Highlighting stories from days on the gridiron of Texas high school football, @bobrobertsjr illustrates a tough sacrifice and being willing to step up to take the blow, even when you might not deserve it. 

Hear the newest episode of Bold Love podcast! https://t.co/UPNB0KFppR https://t.co/pen5xb43MF"
4031,2,"It's very surprising how coaches like
1. Antonio Conte - Tottenham
2. Nagelsman - Bayern Munich
3. Graham Potter - Chelsea
4. Brendan Rogers - Leicester City
All got the sack in less than 2weeks in between. Football management is fast becoming more crazy by the day.😂"
4032,2,"Brendan Rodgers the new favourite to be next Tottenham manager/

#THFC #COYS 

https://t.co/XEJnqyCxQM"
4033,2,"Yard people, remember when I said I was Continuity Manager on a project?

Comment Section is coming. https://t.co/2ZBQIwj9U8"
4034,2,"The England women’s team will swap their white shorts for blue, the Football Association said, after players voiced concerns about playing in white on their period. | @Reuters https://t.co/aqJmNVxB04"
4035,2,"Brendan Rodgers is strong contender for Tottenham job, says Bryan Hamilton

https://t.co/NnBPQpriqO"
4036,2,"AS claims that Paris Saint-Germain winger Kylian Mbappe has told the Real Madrid board that he intends to join Los Blancos as a free agent in 2024 According to the report, Madrid are not willing to negotiate a transfer fee with PSG, following their long-running interest in Mbappe https://t.co/h6dZ8p3iA1"
4037,2,Al-Nassr presented Cristiano Ronaldo with a cake to celebrate his record-breaking outing during the international break 🎂 https://t.co/YzmGFRr7LT
4038,2,"What a Wonderful Premier League Weekend !

I hope you enjoy it as we did. Join our Community by subscribing to one of Our IPTV Plans. 

Catch all the action from next weekend’s matches in a stunning Quality. #PremierLeague #football #streaming https://t.co/cEAQoQImWy"
4039,2,"😋😍😝💯😅
Your alone concern activity manager itself wait.
#舔阴 #喷射 #探花 https://t.co/GcEHGmNy0L"
4040,2,"Chelsea hope sacking Graham Potter now gives them a head start on Real Madrid and Paris Saint-Germain, as major European clubs gear up for a summer managerial merry-go-round https://t.co/gCMNVWHEef"
4041,2,"[🎙️] Jack Grealish: “I feel good at the moment, I feel like the manager really believes in me. I feel good in myself. Hopefully it can continue.”"
4042,2,"5 years ago today , the Greatest of All Time ; Cristiano Ronaldo scored the best goal ever in the Campions League ❤️🔥🔥 https://t.co/q15v6kpbHv"
4043,2,london people dont care if they see messi in the street they dont care
4044,2,Kindly give me your thoughts on who should be Chelsea's next manager.
4045,2,not me becoming a football twitter all of a sudden
4046,2,"These boys that go gym and boxing and football, ugh hate them so much!!!!!!!"
4047,2,Some fans whistle as Lionel Messi's name is announced as Paris Saint-Germain's season hits new low https://t.co/ebJKwwHQUq
4048,2,"I really can’t afford untuk mc right now. Esok ada dua meeting, lusa pula ada event and i am the event manager. Rabbi yassir wala tu’assir."
4049,2,"Georgia High School Football: Top 10 DB Candidates in 2024 - P6 
https://t.co/4nRKTwIlJa 

@rodmccrary
@ronmoore_d1
@rraemonjm
@russell_hunley2
@Taidji3
@taivongadson
@Terrencecurt"
4050,2,"We’ll keep fighting to escape relegation – Wikki coach, Abdullahi - https://t.co/D6cMGzg2oc #Sport  #abdullahi #Wikki #BBnaija #Messi #Wizkid #Davido"
4051,2,"👌😋💯😌😄
Sell guy manager fly education bring fire.
#商丘 #温州 #六安 https://t.co/n21joPpqGs"
4052,2,jongin being the talk of kpoppies and locals for absolutely anything from being kpop’s princess diana to wearing a cunty stage outfit to football😄 such a golden boy behavior no wonder a lot of people are pissed
4053,2,"Eden Hazard has made his first La Liga match since September 11, 2022 ⚪️😯 #RealMadrid

That was 204 days ago…

…and he collected an assist! https://t.co/vZOmnJ9ce2"
4054,2,"Honestly feel like we're running out of ways to describe Iliman Ndiaye as a player - not only his ability but also his maturity, strength and general all-round game. Best I've seen in a United shirt by some way
#sufc #twitterblades 

https://t.co/KCIpkObEG0"
4055,2,"😍🤏😝👋💥
Politics enter staff respond study manager education environmental.
#舌奴 #约炮 #舌奴 https://t.co/tf83D2i6En"
4056,2,"🚨🗓️| #OnThisDay in 2017 Cristiano Ronaldo produced one of the best Champions League performances ever, including an insane overhead kick. https://t.co/LBknkItT7u"
4057,2,"🚨 Nagelsmann to Chelsea? Watch here: https://t.co/mrhEYghx9T 

@markgoldbridge on the big manager news! https://t.co/4vWEPDIzEI"
4058,2,"#Liverpool has a lengthy tradition of music and is the birthplace of the best band in the world, the Beatles.

Check out best concerts in Liverpool: https://t.co/8QAMHcknfI

🇬🇧 #UK #events #concerts #festivals #nightlife #sport #football #rtitbot https://t.co/XsxEpmLKlU"
4059,2,"Messi carrying psg this season it's talked enough
When they win its mbbape
When they lose its messi"
4060,2,"➡️ https://t.co/nfQtQ0hxUS
""🚨BREAKING NEWS🚨 Tottenham eyeing sacked Leicester City boss, Brendan Rodgers! Spurs Chairman, Daniel Levy, previously sought Rodgers in 2012 as a replacement for Redknapp. With Leicester's underwhelming season, could Rodgers be the missing piece … https://t.co/CVsyCC35TX"
4061,2,"➡️ https://t.co/J7YOYJAypM
""12 Premier League bosses sacked this season?! 😱 Liverpool's manager Jurgen Klopp must be feeling the pressure as the last man standing. With crucial games against Chelsea and Arsenal coming up, it's do or die for the struggling Reds. Can they sal… https://t.co/YpIFmhuGOw"
4062,2,# Community Case Manager - 12 month contract at KinCare (Australia Hervey Bay 4655 QLD) https://t.co/Ni4oyaajX0 #carejobs #agedcare
