text,date,raw_text_length,year,month,cleaned_text,cleaned_text_length
"There is a lot of misinformation floating around about the COVID-19 virus, and it can be hard to know whether you're reading reasonable commentary, sensationalized content, or flat out misinformation.",2023-04-03 09:12:50+00:00,30,2023,04,there is lot of misinformation floating around about the covid virus and it can be hard to know whether you re reading reasonable commentary sensationalized content or flat out misinformation ,30
"According to a new study, fully vaccinated people can still carry delta virus because the vaccine does not completely protect against the virus. This new information could change how people think about vaccines and their effectiveness.
https://t.co/iyWcGIrIs4",2023-04-03 09:12:47+00:00,37,2023,04,according to new study fully vaccinated people can still carry delta virus because the vaccine does not completely protect against the virus this new information could change how people think about vaccines and their effectiveness ,35
Nature paper 'Adeno-associated virus 2 infection in children with non-A-E hepatitis' published. Read it at https://t.co/Tl550GMRkK. Edinburgh CRF Children's CRF and @LeeMurphyCRF Genetics team contributed to this important trial #ISARICTrial #ECRF #CCRF,2023-04-03 09:12:46+00:00,32,2023,04,nature paper adeno associated virus infection in children with non hepatitis published read it at edinburgh crf children crf and genetics team contributed to this important trial isarictrial ecrf ccrf,30
"Allah says in the Quran that disaster is for those who pretend to be nice in front of people and backbite them when they are not present.
 #Islam",2023-04-03 09:12:43+00:00,28,2023,04,allah says in the quran that disaster is for those who pretend to be nice in front of people and backbite them when they are not present islam,28
"The trial of the Oxford COVID-19 vaccine in South Africa begins today. The vaccine is being tested on 300 people in a bid to prevent the spread of the virus. If the trial is successful
https://t.co/RVPR01kl7O",2023-04-03 09:12:32+00:00,36,2023,04,the trial of the oxford covid vaccine in south africa begins today the vaccine is being tested on people in bid to prevent the spread of the virus if the trial is successful ,33
Getting homesick outside and getting sick in home🤧. What a disaster!,2023-04-03 09:12:28+00:00,11,2023,04,getting homesick outside and getting sick in home what disaster ,10
"Current studies indicate that reinfection with SARS-CoV-2 is not possible in macaques infected with the virus.
https://t.co/7hwcrUPk9B",2023-04-03 09:12:28+00:00,17,2023,04,current studies indicate that reinfection with sars cov is not possible in macaques infected with the virus ,17
"The acetic acid molecule has been shown to inactivate the SARS-CoV-2 virus. This finding could provide new insight into the prevention and therapy of SARS-CoV infection.
https://t.co/Bbe1pcgJYA",2023-04-03 09:12:24+00:00,27,2023,04,the acetic acid molecule has been shown to inactivate the sars cov virus this finding could provide new insight into the prevention and therapy of sars cov infection ,28
"High temperatures and high humidity can reduce the spread of the coronavirus, according to new research. The study found that when the environment is warmer and more humid, droplets from an aerosolized virus become smaller and travel slower.
https://t.co/pejZ1HhFDt",2023-04-03 09:12:20+00:00,39,2023,04,high temperatures and high humidity can reduce the spread of the coronavirus according to new research the study found that when the environment is warmer and more humid droplets from an aerosolized virus become smaller and travel slower ,38
"The early spread of COVID-19 appears to be far greater than initially reported. Initial analysis suggests that the virus is currently circulating in more than 25 countries across five continents.
https://t.co/PXS2gW2yLJ",2023-04-03 09:12:20+00:00,31,2023,04,the early spread of covid appears to be far greater than initially reported initial analysis suggests that the virus is currently circulating in more than countries across five continents ,29
"The OM-85 bacterial lysate inhibits SARS-CoV-2 infection of epithelial cells by downregulating SARS-CoV-2 receptor expression. This lysate has been found to be effective in mitigating the spread of the virus in vitro
https://t.co/MXUvEibAiI",2023-04-03 09:12:18+00:00,33,2023,04,the om bacterial lysate inhibits sars cov infection of epithelial cells by downregulating sars cov receptor expression this lysate has been found to be effective in mitigating the spread of the virus in vitro ,34
"The truth is, breakups are usually messy, the way people are messy, the way life is often messy. I's okay for a breakup to feel like a disaster. It doesn't feel okay, but I assure you it is okay.",2023-04-03 09:12:17+00:00,39,2023,04,the truth is breakups are usually messy the way people are messy the way life is often messy okay for breakup to feel like disaster it doesn feel okay but assure you it is okay ,35
I am proud that you have dedicated to help disaster victims!,2023-04-03 09:12:15+00:00,11,2023,04,i am proud that you have dedicated to help disaster victims ,11
This weekly thread is for scientific discussion pertaining to COVID-19. Please post questions about the science of this virus and disease here to collect them for others and clear up post space for research articles.,2023-04-03 09:12:08+00:00,35,2023,04,this weekly thread is for scientific discussion pertaining to covid please post questions about the science of this virus and disease here to collect them for others and clear up post space for research articles ,35
"According to antibody tests, coronavirus infections vastly exceed official counts. This information may provide a better understanding of how the virus is spreading and why more people are not diagnosed with the disease.
https://t.co/hyA8uvGvsK",2023-04-03 09:12:05+00:00,34,2023,04,according to antibody tests coronavirus infections vastly exceed official counts this information may provide better understanding of how the virus is spreading and why more people are not diagnosed with the disease ,32
"The recent COVID-19 pandemic has caused concern on a global scale. There is a need to find ways to address airborne transmission of the virus.We need to find a way to prevent the spread of this virus through the air
https://t.co/kfcu3SUfA5",2023-04-03 09:12:03+00:00,41,2023,04,the recent covid pandemic has caused concern on global scale there is need to find ways to address airborne transmission of the virus we need to find way to prevent the spread of this virus through the air ,38
Manchester Arena survivors to take 'disaster troll' to court - BBC News https://t.co/jaYIA9KH4C,2023-04-03 09:11:52+00:00,13,2023,04,manchester arena survivors to take disaster troll to court bbc news ,11
"Today, I decided to research on deadly viruses. To my surprise, I discovered the Eibarman amongst the diseases! Pessi demanded for higher wages and bankrupted P$G! I told Pessi that he was the biggest virus of all, P$G booed him off and he immediately ghosted! Shame on you Pessi! https://t.co/5cZ9BU80zk",2023-04-03 09:11:48+00:00,50,2023,04,today decided to research on deadly viruses to my surprise discovered the eibarman amongst the diseases pessi demanded for higher wages and bankrupted told pessi that he was the biggest virus of all booed him off and he immediately ghosted shame on you pessi ,44
"I Believe, If @NYA_Kotoko Is Having Dignity Den He Himself Officially Shld Say Dis:- I Do Accept Dat By Appointing #Zerbo As #Kotoko Coach Is A Disaster Which I Accept Is Da Worst Decision As A #Kotoko CEO. I Apologise 2 Fans &amp; Board I'll Try 2 Appoint A Better Coach In Da Future https://t.co/axoulHMyO7",2023-04-03 09:11:47+00:00,55,2023,04,i believe if kotoko is having dignity den he himself officially shld say dis do accept dat by appointing zerbo as kotoko coach is disaster which accept is da worst decision as kotoko ceo apologise fans amp board ll try appoint better coach in da future ,46
"A new COVID technology has boosted the immune response to variants, including the Omicron virus.
https://t.co/PkC9jGx2Qi",2023-04-03 09:11:41+00:00,16,2023,04,a new covid technology has boosted the immune response to variants including the omicron virus ,15
"The SARS-CoV-2 virus is already spreading in France, officials have warned.The warning comes after two cases of the virus were confirmed in the country in December
https://t.co/bGJr2J2BHG",2023-04-03 09:11:39+00:00,27,2023,04,the sars cov virus is already spreading in france officials have warned the warning comes after two cases of the virus were confirmed in the country in december ,28
b8 zigzag #双女 heart #女踹 patchwork #萝莉 click #1v1 virus #肉便器 never #妈妈 intensity #骚逼 image #色情 https://t.co/0th3SzHW9i,2023-04-03 09:11:39+00:00,18,2023,04,b zigzag heart patchwork click virus never intensity image ,9
"Two years in and Brexit is an unmitigated disaster. Polling consistently shows a majority want to rejoin so I just wonder what is Starmer afraid of? He fought to prevent it from happening, predicted it would be harmful and now he’s been proven right he wants to…..make it work!?",2023-04-03 09:11:34+00:00,49,2023,04,two years in and brexit is an unmitigated disaster polling consistently shows majority want to rejoin so just wonder what is starmer afraid of he fought to prevent it from happening predicted it would be harmful and now he been proven right he wants to make it work ,48
"The SARS-CoV-2 omicron variant is more stable than the ancestral strain on various surfaces. This is a result of the mutated virus' ability to form stable adhesions with other cells.
https://t.co/pjc7EXPgx1",2023-04-03 09:11:31+00:00,31,2023,04,the sars cov omicron variant is more stable than the ancestral strain on various surfaces this is result of the mutated virus ability to form stable adhesions with other cells ,30
"'Our defence of gay men from prejudice and bigotry must not act as a smokescreen for those groups seeking to normalise paedophilia. This is why including so-called MAPs as part of the rainbow flag would be a disaster.'
#CSA #LGB #SocialHealth https://t.co/S8fLdRM4x6",2023-04-03 09:11:28+00:00,42,2023,04, our defence of gay men from prejudice and bigotry must not act as smokescreen for those groups seeking to normalise paedophilia this is why including so called maps as part of the rainbow flag would be disaster csa lgb socialhealth ,40
If they can use a natural disaster to declare an emergency and use the national guard to go door-to-door what makes you think they won't do it during the next plandemic I mean pandemic emergency?!,2023-04-03 09:11:22+00:00,35,2023,04,if they can use natural disaster to declare an emergency and use the national guard to go door to door what makes you think they won do it during the next plandemic mean pandemic emergency ,35
About to be a long week cause what's this disaster on a Monday morning? 😤💆🏽‍♀️,2023-04-03 09:11:18+00:00,15,2023,04,about to be long week cause what this disaster on monday morning ,12
"A new vaccine against the H7N9 bird flu is being developed by scientists. It is made up of three parts: a modified version of the H5N1 virus, which is a common cold virus
https://t.co/MrKXx6K7uO",2023-04-03 09:11:16+00:00,34,2023,04,a new vaccine against the hn bird flu is being developed by scientists it is made up of three parts modified version of the hn virus which is common cold virus ,31
"1 second ago, a Leafcutting Bee that could potentially pollinate 10,000 watermelon flowers has died, because it is infected with deformed wing virus.",2023-04-03 09:11:06+00:00,23,2023,04, second ago leafcutting bee that could potentially pollinate watermelon flowers has died because it is infected with deformed wing virus ,20
Japan to scrap virus tests on arrival from China https://t.co/0ZzlteSfXk,2023-04-03 09:11:04+00:00,10,2023,04,japan to scrap virus tests on arrival from china ,9
Local Responses to Climate Change and Disaster-Related Migration in Solomon Islands https://t.co/z5ldxDtOyv via @reliefweb,2023-04-03 09:11:02+00:00,14,2023,04,local responses to climate change and disaster related migration in solomon islands via ,13
"ASEAN Weekly Disaster Update 27 March - 2 April 2023 (Week 13). For the thirteenth week of 2023, a total of 19 disasters (floods, storms, and wind-related) affected the region - https://t.co/92sKsPrfZn https://t.co/6TKPlRgspv",2023-04-03 09:10:55+00:00,33,2023,04,asean weekly disaster update march april week for the thirteenth week of total of disasters floods storms and wind related affected the region ,23
My latest @19_forty_five @AOC is knucklehead. https://t.co/pGEJfWoVzW “AOC is clearly the future of the Democratic Party and that should concern the rest of the country. She behaves as though she were a child.” 1/,2023-04-03 09:10:31+00:00,34,2023,04,my latest forty five is knucklehead aoc is clearly the future of the democratic party and that should concern the rest of the country she behaves as though she were child ,31
"Hepatitis Outbreak Linked To Childhood Virus 
Learn more: https://t.co/tgKOXi7dit
via @eMedEvents",2023-04-03 09:09:59+00:00,11,2023,04,hepatitis outbreak linked to childhood virus learn more via ,9
"Partial service resumed Monday on the rail line linking Athens, Greece with Thessaloniki.  Five weeks ago, the line was the scene of Greece's worst rail disaster.",2023-04-03 09:09:28+00:00,26,2023,04,partial service resumed monday on the rail line linking athens greece with thessaloniki five weeks ago the line was the scene of greece worst rail disaster ,26
"One thing is very certain about the next  elections,  ANC voters are going to punish Panyaza Lesufi for his ill-fated, disastrous, catastrophic alliance with The EFF mafia thugs.  Guaranteed Lesufi WILL NOT return as premier. Anything associated with EFF always ends in disaster.… https://t.co/3rrl1R6puB",2023-04-03 09:09:23+00:00,44,2023,04,one thing is very certain about the next elections anc voters are going to punish panyaza lesufi for his ill fated disastrous catastrophic alliance with the eff mafia thugs guaranteed lesufi will not return as premier anything associated with eff always ends in disaster ,44
"Pandemic response: a 100% travel ban may work at keeping a virus out, a 0% travel ban won't stop viruses",2023-04-03 09:09:21+00:00,20,2023,04,pandemic response travel ban may work at keeping virus out travel ban won stop viruses,15
The FSO safer is a ticking time bomb 💣 that could cause a catastrophic environmental disaster. The vessel must be secured and emptied before it’s too late. https://t.co/wdhAT4loqD,2023-04-03 09:09:11+00:00,28,2023,04,the fso safer is ticking time bomb that could cause catastrophic environmental disaster the vessel must be secured and emptied before it too late ,24
s8 spray #1对1 monochrome #恋足 equalize #妓女 stroke #jk制服 pastel #乱伦 virus #1v1 where #御姐 fresco #女踹 https://t.co/FopVAXhtXn,2023-04-03 09:09:10+00:00,18,2023,04,s spray monochrome equalize stroke jk pastel virus where fresco ,10
"If you have received emails from McAfee that claim you need to purchase their virus software in order to continue using the internet, there is a way to stop them from happening. You can simply unsubscribe from their email lists",2023-04-03 09:09:09+00:00,40,2023,04,if you have received emails from mcafee that claim you need to purchase their virus software in order to continue using the internet there is way to stop them from happening you can simply unsubscribe from their email lists,39
"Sado - he has the whole disaster development to make a phone call yet he wants to lean over and do it above our homes- wow yes we know you have a mobile, we can hear you https://t.co/kazuGn45TN",2023-04-03 09:09:08+00:00,38,2023,04,sado he has the whole disaster development to make phone call yet he wants to lean over and do it above our homes wow yes we know you have mobile we can hear you ,34
This ticketing site is a complete disaster @LaticsOfficial,2023-04-03 09:09:05+00:00,8,2023,04,this ticketing site is complete disaster ,6
what the fuck do you mean a frozen zombie virus has actually been revived....,2023-04-03 09:08:34+00:00,14,2023,04,what the fuck do you mean frozen zombie virus has actually been revived ,13
"A week after a massive landslide in Ecuador, South America, the death toll from the disaster has risen to 27. Rescuers are still searching for dozens of people who are still missing. https://t.co/jkeLZAZPNf",2023-04-03 09:08:29+00:00,33,2023,04,a week after massive landslide in ecuador south america the death toll from the disaster has risen to rescuers are still searching for dozens of people who are still missing ,30
Valmark Financial Group improves recovery times with Nutanix Disaster Recovery as a Service https://t.co/mahneWeUTI,2023-04-03 09:08:09+00:00,14,2023,04,valmark financial group improves recovery times with nutanix disaster recovery as service ,12
"Has the World gone mad? Apparently Ursula Von Der Leyen is in the running to be the next Secretary-General of NATO. She was a disaster as Germany's Defence Minister, what makes people think that she's competent to lead NATO? Cont'd/",2023-04-03 09:07:43+00:00,40,2023,04,has the world gone mad apparently ursula von der leyen is in the running to be the next secretary general of nato she was disaster as germany defence minister what makes people think that she competent to lead nato cont ,40
"Tim Stanley: The AI disaster is already here, and we don’t care https://t.co/7Fkes0Ey3W",2023-04-03 09:06:42+00:00,13,2023,04,tim stanley the ai disaster is already here and we don care ,12
"Iran vows revenge for Israeli attack, says terrorist acts aim to disguise internal disaster
https://t.co/SDP5PUWsxz",2023-04-03 09:05:40+00:00,15,2023,04,iran vows revenge for israeli attack says terrorist acts aim to disguise internal disaster ,14
"""I opted to hide in shame from my co-workers as I made a pizza dog disaster. The end result was a pizza with melted cheese, greasy dogs, and an overall bad experience."" https://t.co/8HplUh8O3X",2023-04-03 09:05:39+00:00,33,2023,04, opted to hide in shame from my co workers as made pizza dog disaster the end result was pizza with melted cheese greasy dogs and an overall bad experience ,29
"It's the biggest mystery since missing flight MH370 how the utterly incompetent Humza Yousaf was selected by the SNP to become First Minister.

It will inevitably end in disaster for the SNP and probably all of Scotland. https://t.co/A1BVj4r0XL",2023-04-03 09:04:45+00:00,38,2023,04,it the biggest mystery since missing flight mh how the utterly incompetent humza yousaf was selected by the snp to become first minister it will inevitably end in disaster for the snp and probably all of scotland ,37
"There is not currently a vaccine or cure for COVID-19, so it's importantto take proper precautions when travelling anywhere where there is an outbreakof this virus..",2023-04-03 09:04:21+00:00,26,2023,04,there is not currently vaccine or cure for covid so it importantto take proper precautions when travelling anywhere where there is an outbreakof this virus ,25
"Not listened to music since disaster@rave a month ago-part from when I was out last weekend the radio on today&amp;Rhyme Dust @domdolla @MarcKinchen came on straight away 

When I say my mood has just 180'd and I now I feel ready for the week.

I love music 🫶🏽",2023-04-03 09:04:05+00:00,48,2023,04,not listened to music since disaster month ago part from when was out last weekend the radio on today amp rhyme dust came on straight away when say my mood has just and now feel ready for the week love music ,41
"#Thuramukham Kerala closing
Gross : 2.70 Crore 

5th Consecutive disaster for Nivin

#Moothon : 1.20 Crore 
#Mahaveeryar : 4.50 Crore 
#SaturdayNight : 1.95 Crore 
#Padavettu : 3.10 Crore 

Once the most consistent star in Kerala Box Office 🙏 Hopefully the resurgence from #NP42 https://t.co/Ba2ALobZW7",2023-04-03 09:04:01+00:00,44,2023,04, thuramukham kerala closing gross crore th consecutive disaster for nivin moothon crore mahaveeryar crore saturdaynight crore padavettu crore once the most consistent star in kerala box office hopefully the resurgence from np ,32
"Idolo :-

17 Cr Lt
Fame coz of Wife
Disaster King 
Needs Multistarrer for average verdict
Pet of Kiara 
PR can’t save him 
GayJO ki R*nd

Fans :-

Just 1 word Bodied lol https://t.co/T8k9mYuIYj",2023-04-03 09:03:16+00:00,34,2023,04,idolo cr lt fame coz of wife disaster king needs multistarrer for average verdict pet of kiara pr can save him gayjo ki nd fans just word bodied lol ,29
To say this last year has been a disaster for #Pakistan would be an understatement. And I’m incredibly baffled how anyone is thinking the trashing of the constitution and delaying all elections for at least a year (because we all know thats the goal) is a good idea 🤦🏾‍♀️,2023-04-03 09:03:08+00:00,49,2023,04,to say this last year has been disaster for pakistan would be an understatement and incredibly baffled how anyone is thinking the trashing of the constitution and delaying all elections for at least year because we all know thats the goal is good idea ,44
The problem for Potter is it’s not just that his time at Chelsea was a disaster it’s that Brighton have improved since he left,2023-04-03 09:03:07+00:00,24,2023,04,the problem for potter is it not just that his time at chelsea was disaster it that brighton have improved since he left,23
"The Vice President Kamala Harris Interview ended In a Disaster

https://t.co/GCSjheFrzR",2023-04-03 09:03:00+00:00,11,2023,04,the vice president kamala harris interview ended in disaster ,9
"Breaking News: SHOCKING - Here is What Really is in the Vaccines https://t.co/CCQ4grVJ5J #Odysee via @OdyseeTeam
Listen carefully, because here is revealed the real reason you were indoctrinated to believe there was a SarsCov2 virus. BTW, all viruses are fake, totally made up.",2023-04-03 09:02:58+00:00,43,2023,04,breaking news shocking here is what really is in the vaccines odysee via listen carefully because here is revealed the real reason you were indoctrinated to believe there was sarscov virus btw all viruses are fake totally made up ,39
"Day 124 of 150 days of Psalms.

KEY:  THE DISASTER THAT COULD HAVE HAPPENED HAD NOT GOD HELPED.

they would HAVE swallowed US ALIVE,
when their ANGER flared against US.

ENJOY YOUR DAY

Bible App @YouVersion
Designed @canva

#Reformed #theology #apologetics #bible  #Psalm #bookV https://t.co/dDuatruXqa",2023-04-03 09:02:52+00:00,45,2023,04,day of days of psalms key the disaster that could have happened had not god helped they would have swallowed us alive when their anger flared against us enjoy your day bible app designed reformed theology apologetics bible psalm bookv ,40
"For disaster. When asked ""What do we complicate life, when it is
؟?
نمشے

🔹H8🔹
🔹H8🔹
🔹H8🔹",2023-04-03 09:02:40+00:00,17,2023,04,for disaster when asked what do we complicate life when it is ,12
"The Regional Disaster Risk Reduction and Management Council - IX will raise its alert status to BLUE ALERT in observance of the upcoming HOLY WEEK from April 04, 2023 to April 11, 2023. 

1/2 https://t.co/YmSczKQ34c",2023-04-03 09:02:22+00:00,35,2023,04,the regional disaster risk reduction and management council ix will raise its alert status to blue alert in observance of the upcoming holy week from april to april ,28
[BOT] Happy Virus|Peter Pan: I Don't want to Grow Up | I'm FROM EXOPLANET WITH 12 WOLF | Nice to Meet You All |,2023-04-03 09:02:18+00:00,24,2023,04, bot happy virus peter pan don want to grow up from exoplanet with wolf nice to meet you all ,19
"https://t.co/fpfNzuAhyZ
Not long now for the CBDC. Australia pioneering another disaster.",2023-04-03 09:02:07+00:00,11,2023,04, not long now for the cbdc australia pioneering another disaster ,10
"Amid food stampedes and with even soldiers' supplies cut, Pakistan is on the brink of disaster

#DISASTER #ECONOMIC

https://t.co/Mj4SvIO9BQ",2023-04-03 09:02:04+00:00,19,2023,04,amid food stampedes and with even soldiers supplies cut pakistan is on the brink of disaster disaster economic ,18
"Disaster face, derision brook: 
#刷单 #网贷 #急用钱 https://t.co/O5Gq2oDal4",2023-04-03 09:01:31+00:00,8,2023,04,disaster face derision brook ,4
"If you think you might have been exposed to COVID-19, the best thing to do is visit your doctor or healthcare provider. They can take a blood test to see if you have the virus and give you advice on what steps you should take to protect yourself.",2023-04-03 09:01:07+00:00,48,2023,04,if you think you might have been exposed to covid the best thing to do is visit your doctor or healthcare provider they can take blood test to see if you have the virus and give you advice on what steps you should take to protect yourself ,47
"I have read that symptoms of the Covid19 virus can include loss of smell and taste. Well I don't know about your sense of smell....
But judging by your hair and clothes I think you might've had this disease for quite some time.
#DadJoke
#Joke",2023-04-03 09:01:03+00:00,45,2023,04,i have read that symptoms of the covid virus can include loss of smell and taste well don know about your sense of smell but judging by your hair and clothes think you might ve had this disease for quite some time dadjoke joke,44
"They have a cocaine sniffing , identity thief, thugs breeding and election thief daddy as well as a terrorist second daddy. What a calamitous combo? Disaster of a contraption. God epp us",2023-04-03 09:00:42+00:00,32,2023,04,they have cocaine sniffing identity thief thugs breeding and election thief daddy as well as terrorist second daddy what calamitous combo disaster of contraption god epp us,27
"russia's use of a shadow tanker fleet could lead to an environmental disaster. The energy sector is concerned that smaller, less experienced traders are transporting oil over longer distances on older vessels with unknown levels of insurance. @EUCouncil @EU_Commission https://t.co/mSUzftj9dX",2023-04-03 09:00:31+00:00,40,2023,04,russia use of shadow tanker fleet could lead to an environmental disaster the energy sector is concerned that smaller less experienced traders are transporting oil over longer distances on older vessels with unknown levels of insurance commission ,37
"On this day in 2008, a containment wall is built around Scotland to prevent the spread of the reaper virus.
- Jamie https://t.co/5OpT3AmswQ",2023-04-03 09:00:03+00:00,23,2023,04,on this day in containment wall is built around scotland to prevent the spread of the reaper virus jamie ,19
"A year ago today I painted a picture of a papaya infected with papaya ringspot virus (PRSV).

https://t.co/KoBI5q394H https://t.co/0kdrHyOPKF",2023-04-03 09:00:03+00:00,19,2023,04,a year ago today painted picture of papaya infected with papaya ringspot virus prsv ,14
"#Digital tools can facilitate effective &amp; timely disaster risk reduction &amp; response, but they can also create more significant risks for girls &amp; #women, especially if they are not designed using an #inclusive &amp; participatory approach, argues @TerriBChapman https://t.co/qC4fMnIhHR",2023-04-03 09:00:03+00:00,39,2023,04, digital tools can facilitate effective amp timely disaster risk reduction amp response but they can also create more significant risks for girls amp women especially if they are not designed using an inclusive amp participatory approach argues ,37
How to know whether you have allergies or a virus - The Washington Post https://t.co/KsD9ZHXk7c,2023-04-03 09:00:02+00:00,15,2023,04,how to know whether you have allergies or virus the washington post ,12
"#AMAY| Saudi Arabia issues warning over Marburg virus
https://t.co/3kEA36tP5Z https://t.co/FlcdHoH1SF",2023-04-03 09:00:00+00:00,10,2023,04, amay saudi arabia issues warning over marburg virus ,8
"At least 19 people in the eastern Democratic Republic of Congo were killed by a landslide on Sunday.

The disaster occurred in the late morning in the village of Bulwa, in North Kivu's Masisi territory.

Brexit opec rwanda https://t.co/UerhNYDHYI",2023-04-03 08:59:57+00:00,39,2023,04,at least people in the eastern democratic republic of congo were killed by landslide on sunday the disaster occurred in the late morning in the village of bulwa in north kivu masisi territory brexit opec rwanda ,36
"Some people may experience vomiting or diarrhea. Sometimes people may have no symptoms at all and onlyfind out they have the virus when they are tested for it.
: What should I do if I am exposed to COVID-19?",2023-04-03 08:59:50+00:00,39,2023,04,some people may experience vomiting or diarrhea sometimes people may have no symptoms at all and onlyfind out they have the virus when they are tested for it what should do if am exposed to covid ,36
"The DRS scheme has moved from the unworkable into the absurd.

Humza Yousaf is so hopeless, he is sitting back and watching this disaster unfold with his full support. https://t.co/UHmDNJ3OeA",2023-04-03 08:59:35+00:00,30,2023,04,the drs scheme has moved from the unworkable into the absurd humza yousaf is so hopeless he is sitting back and watching this disaster unfold with his full support ,29
"The 3rd World Bosai Forum was held in Sendai after an absence of more than three years due to the pandemic. Some 30 sessions were held, with topics ranging from the recent earthquakes in Turkey and Syria to the role of women in disaster management.
https://t.co/JEd3iTv4E8",2023-04-03 08:59:26+00:00,46,2023,04,the rd world bosai forum was held in sendai after an absence of more than three years due to the pandemic some sessions were held with topics ranging from the recent earthquakes in turkey and syria to the role of women in disaster management ,44
Spectator Will Sweet was hit by flying debris at turn two at the Australian Grand Prix after Kevin Magnussen's car hit the wall. He tells us how he narrowly avoided disaster. https://t.co/JncN5xSZFj,2023-04-03 08:58:50+00:00,32,2023,04,spectator will sweet was hit by flying debris at turn two at the australian grand prix after kevin magnussen car hit the wall he tells us how he narrowly avoided disaster ,31
"There is currently no vaccine or treatment for COVID-19, so the best way to protect yourself from this virus is to learn about it and stay informed. The most commonly reported symptoms of COVID-19 include fever, cough, and muscle aches.",2023-04-03 08:58:45+00:00,40,2023,04,there is currently no vaccine or treatment for covid so the best way to protect yourself from this virus is to learn about it and stay informed the most commonly reported symptoms of covid include fever cough and muscle aches ,40
"🗣 ""For decades we’ve been teaching ourselves to submit to technology that is destroying civilisation"" https://t.co/a63ubnaegA",2023-04-03 08:58:37+00:00,16,2023,04, for decades we ve been teaching ourselves to submit to technology that is destroying civilisation ,15
Disaster Losses and Damages tracking system https://t.co/47kycJdnad,2023-04-03 08:58:35+00:00,7,2023,04,disaster losses and damages tracking system ,6
https://t.co/KzO88PWs5F 🌐 Click on link for details. Recipe for disaster!,2023-04-03 08:58:27+00:00,10,2023,04, click on link for details recipe for disaster ,8
"#CRIMEDIM participated to the #CEU2023 - #National #Conference on #Emergency #Medicine, held from March 31st to April 1st in Florence. Francesco Della Corte and Hamdi Lamine presented 2 speeches about '#DisasterMedicine' and '#Research and #Training in Disaster Medicine'. https://t.co/zmNAgLShSX",2023-04-03 08:58:03+00:00,39,2023,04, crimedim participated to the ceu national conference on emergency medicine held from march st to april st in florence francesco della corte and hamdi lamine presented speeches about disastermedicine and research and training in disaster medicine ,36
"If you do get bitten by a mosquito, don't scratch the bite - use soap and water instead.If you think you might have gotten Zika virus, call your doctor right away.",2023-04-03 08:57:32+00:00,31,2023,04,if you do get bitten by mosquito don scratch the bite use soap and water instead if you think you might have gotten zika virus call your doctor right away ,30
"Rohit Sharma's Avg &amp; SR in IPL after the age of 30
2017 : 23.7 &amp; 121.9
2018 : 23.8 &amp; 133.0
2019 : 28.9 &amp; 128.5
2020 : 27.6 &amp; 127.7
2021 : 29.3 &amp; 127.4
2022 : 19.1 &amp; 120.1
2023* : 1 &amp; 10
Disaster from last 6 seasons &amp; a disastrous start of this season",2023-04-03 08:57:18+00:00,59,2023,04,rohit sharma avg amp sr in ipl after the age of amp amp amp amp amp amp amp disaster from last seasons amp disastrous start of this season,28
B9 diffuse #网调 virus #制服 where #足控 base #滴蜡 define #语音 grain #校服 location #女m pastel #高跟 https://t.co/HCRkj5DRXm,2023-04-03 08:57:14+00:00,18,2023,04,b diffuse virus where base define grain location pastel ,9
"As @ISBAHQ meetings end, it is more urgent than ever to stop impending climate disaster. We urge you @LulaOficial @RishiSunak @lopezobrador_ @alferdez @alexanderdecroo @AlboMP @PaulKagame @CyrilRamaphosa @StateHouseKenya to declare a #PrecautionaryPause on Deep Seabed Mining",2023-04-03 08:57:13+00:00,35,2023,04,as meetings end it is more urgent than ever to stop impending climate disaster we urge you to declare precautionarypause on deep seabed mining,24
"‘The skill with which the author
delivers this double-headed narrative is
impressive… These are powerful stories.’

Read an @IndiaToday review of @bukusarkar’s #NotQuiteADisasterAfterAll to know why you should read this promising debut novel right away!
https://t.co/n2hu7Q9d79",2023-04-03 08:57:08+00:00,36,2023,04, the skill with which the author delivers this double headed narrative is impressive these are powerful stories read an review of notquiteadisasterafterall to know why you should read this promising debut novel right away ,34
"Top 3 special shows/Re release Gross:

1. #kushi4K - 4.01cr 
2. #Orange - 3.32 Cr* 🔥
3. #Jalsa4K - 2.20 Cr

Note : The Only Disaster Movie In The List #OrangeSpecialShows ❤️‍🔥 https://t.co/0Ncfn35JrG",2023-04-03 08:57:07+00:00,33,2023,04,top special shows re release gross kushik cr orange cr jalsak cr note the only disaster movie in the list orangespecialshows ,21
"Based on this by @Eskom_SA 😳What difference is @Kgosientsho_R &amp; State of Disaster Doing? Absolutely nothing has changed, only we are paying 18.5% Increase! This goes straight to 2024! How can you still vote @MYANC @CyrilRamaphosa.  @News24 @SABCNews @IOL #Loadshedding https://t.co/Ut2P0YB7gy",2023-04-03 08:57:05+00:00,41,2023,04,based on this by sa what difference is amp state of disaster doing absolutely nothing has changed only we are paying increase this goes straight to how can you still vote loadshedding ,32
"Lacklustre remake #Bholaa 

Disaster everywhere",2023-04-03 08:56:48+00:00,5,2023,04,lacklustre remake bholaa disaster everywhere,5
